"var","lor","mod","spl","w"
"x_3",-0.0865731835365295,"silscs","6",0.308476209393117
"x_3",-0.0814613923430443,"silscs","6",0
"x_4",0.00884272996336222,"silscs","1",0
"x_4",0.00187122961506248,"silscs","1",0
"x_4",0.00613942183554173,"silscs","1",0.064529592311052
"x_4",0.00498330080881715,"silscs","1",0.42562551361249
"x_4",0.00312013132497668,"silscs","1",0.509844894076458
"x_4",0.0119991069659591,"silscs","2",0.258481245111885
"x_4",0.00316887674853206,"silscs","2",0.20977938209528
"x_4",0.00700636394321918,"silscs","2",0
"x_4",-0.000358816934749484,"silscs","2",0
"x_4",0.000207420278456993,"silscs","2",0.531739372792835
"x_4",0.00266951741650701,"silscs","3",0
"x_4",0.00239077908918262,"silscs","3",0.599182173073298
"x_4",0.00776424212381244,"silscs","3",0.0265630178688308
"x_4",-0.00262085278518498,"silscs","3",0
"x_4",-0.00457600969821215,"silscs","3",0.374254809057871
"x_4",0.0130589865148067,"silscs","4",0
"x_4",0.0120718283578753,"silscs","4",0.354055422164425
"x_4",0.0109449215233326,"silscs","4",0.140362730140927
"x_4",0.00409471010789275,"silscs","4",0.358419360805447
"x_4",0.0150553341954947,"silscs","4",0.147162486889201
"x_4",0.00287543796002865,"silscs","5",0
"x_4",-0.000451667321613058,"silscs","5",0.248736652693194
"x_4",-0.000959902303293347,"silscs","5",0.377574058821846
"x_4",0.0038837946485728,"silscs","5",0.0039868042589285
"x_4",-0.00191905978135765,"silscs","5",0.369702484226032
"x_4",0.0038837029132992,"silscs","6",0.0866841310095552
"x_4",0.00181608484126627,"silscs","6",0.359042862049245
"x_4",0.00686046062037349,"silscs","6",0.245796797548082
"x_4",-0.000583610089961439,"silscs","6",0.308476209393117
"x_4",0.00287085748277605,"silscs","6",0
"x_5",0.238888189196587,"silscs","1",0
"x_5",0.226016953587532,"silscs","1",0
"x_5",0.223694235086441,"silscs","1",0.064529592311052
"x_5",0.227765753865242,"silscs","1",0.42562551361249
"x_5",0.232118740677834,"silscs","1",0.509844894076458
"x_5",0.249152839183807,"silscs","2",0.258481245111885
"x_5",0.213236182928085,"silscs","2",0.20977938209528
"x_5",0.209472313523293,"silscs","2",0
"x_5",0.206916630268097,"silscs","2",0
"x_5",0.206080257892609,"silscs","2",0.531739372792835
"x_5",0.216610550880432,"silscs","3",0
"x_5",0.230026066303253,"silscs","3",0.599182173073298
"x_5",0.251275926828384,"silscs","3",0.0265630178688308
"x_5",0.21881514787674,"silscs","3",0
"x_5",0.204499155282974,"silscs","3",0.374254809057871
"x_5",0.242245614528656,"silscs","4",0
"x_5",0.251034706830978,"silscs","4",0.354055422164425
"x_5",0.239996418356895,"silscs","4",0.140362730140927
"x_5",0.2186169475317,"silscs","4",0.358419360805447
"x_5",0.26191234588623,"silscs","4",0.147162486889201
"x_5",0.216152146458626,"silscs","5",0
"x_5",0.219039887189865,"silscs","5",0.248736652693194
